SKU,Marca,Modelo,PrecioNormal,PrecioInternet,Descripcion,Imagen,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Categoria6,Categoria7,Categoria8
3124557,Bebeglo,Go Kart Fierro Negro 9927,0,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3124557.jpeg,Deportes,Fitness,Accesorios Fitness,,,,,
2483302,Clinique,Autobronceante de Cuerpo,0,19900,a,http://integra.ing.puc.cl/IMAGENESTI/2483302.jpeg,Solares,,,,,,,
2488518,Garnier,Exfoliante 3 en 1 Pure,0,3690,a,http://integra.ing.puc.cl/IMAGENESTI/2488518.jpeg,Belleza,Rostro,,,,,,
3700752,Seiko,Relo Rectangular Acero Mujer ,0,174900,a,http://integra.ing.puc.cl/IMAGENESTI/3700752.jpeg,Moda  ,Relojes,Reloj Mujer,,,,,
3690105,Tvalue,Cama Elastica c/aro Basketboing,179990,139990,a,http://integra.ing.puc.cl/IMAGENESTI/3690105.jpeg,Falabella TV,Oportunidades,,,,,,
3727363,LG,"Lavadora-Secadora F1102RDT 10,5 kg / 6 kg",439990,399990,a,http://integra.ing.puc.cl/IMAGENESTI/3727363.jpeg,Electrohogar,Lavado y Secado,Lavadoras,,,,,
880171726,Mossimo,Polera Detalle Manga Blanca,12990,6990,a,http://integra.ing.puc.cl/IMAGENESTI/880171726.jpeg,Moda  ,Marcas Moda,Desigual,Mossimo,,,,
3804774,Sybilla,Peto Amarra Fucsia,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3804774.jpeg,Moda  ,Marcas Moda,Sybilla ,,,,,
3622971,Aldo,Zapato Beige Palafrugell 32,0,49900,a,http://integra.ing.puc.cl/IMAGENESTI/3622971.jpeg,Calzado ,Calzado Hombre,,,,,,
3871564,Rosen,Cama Cuja Ergo T Con Colchon 1.5 Plazas,399990,259990,a,http://integra.ing.puc.cl/IMAGENESTI/3871564.jpeg,Especiales ,Ergo-t,Box Spring,,,,,
892251,Ilko,Paila Antiadherente 16 cm,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/892251.jpeg,Decohogar,Menaje Cocina,Parrillas,,,,,
3799440,Basement by Mr&Ms,Zapato Negro / Gris Custon Derby,0,74990,a,http://integra.ing.puc.cl/IMAGENESTI/3799440.jpeg,Calzado ,Calzado Hombre,Zapatos,,,,,
880178814,Blu,Cartera Doble Asa,14990,7990,a,http://integra.ing.puc.cl/IMAGENESTI/880178814.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
3445774,Philips,"Reproductor Blu-ray, BDP-5500",79990,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3445774.jpeg,Electrohogar,Cocina,Hornos,,,,,
3258278,Christian Dior ,One Essential Ultra-Detox Treatment Mask Ultra Desintoxicante 50 ml,0,59900,a,http://integra.ing.puc.cl/IMAGENESTI/3258278.jpeg,Belleza,Rostro,Hidratantes,,,,,
3613331,Desigual,Jeans Azul Medio,0,54900,a,http://integra.ing.puc.cl/IMAGENESTI/3613331.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3624968,Rona,Copa Gala Agua 450 ml,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/3624968.jpeg,Decohogar,Falabella TV,,,,,,
3651216,Mica,Molde 6  Muffins Verde,0,1490,a,http://integra.ing.puc.cl/IMAGENESTI/3651216.jpeg,Decohogar,Menaje Cocina,Sartenes y Wok,,,,,
2970261,Lanard,Clear Series Lanard 91802,0,7990,a,http://integra.ing.puc.cl/IMAGENESTI/2970261.jpeg,Juguetes Outdoor,,,,,,,
3488160,Warehouse,Jegging Morado,32990,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3488160.jpeg,Moda  ,Marcas Moda,Warehouse,,,,,
3383664,Fratta ,Bicicleta Aro 12 Fantasy,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3383664.jpeg,Deportes,Bicicletas ,Bicicletas Ruta-Pista,,,,,
3619667,Yves Saint Laurent,Serum Rostro Forever Light Creator 30 ml,0,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3619667.jpeg,Belleza,Rostro,,,,,,
3235345,General Electric,Horno Empotrable  HG6040EXAI0,0,199990,a,http://integra.ing.puc.cl/IMAGENESTI/3235345.jpeg,Electrohogar,Cocina,Encimeras,,,,,
3056560,Littlest Pet Shop,Mascotas Pack 5 Of Pets  ,9990,7990,a,http://integra.ing.puc.cl/IMAGENESTI/3056560.jpeg,Especiales ,,,,,,,
3740444,Apple,MacBook Air Intel Core i5 4GB/128,0,649990,a,http://integra.ing.puc.cl/IMAGENESTI/3740444.jpeg,Especiales ,MacBook Air,,,,,,
3710713,Adidas,Zapato FutbolGoletto IV,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/3710713.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running,2 a 4 veces,Asfalto,Trail,Neutro,
3812776,Sybilla,Pantalones Lunares Verde,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3812776.jpeg,Moda  ,Vestuario Mujer,Faldas,Pantalones ,,,,
2725651,Epson,Tinta 133 Magenta,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/2725651.jpeg,Escolares,,,,,,,
3036376,Burts Bees,"Labial con Brillo Papaya 2,6 gr",0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3036376.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
3681283,Rosatel,Arreglo de 18 Rosas,0,44900,a,http://integra.ing.puc.cl/IMAGENESTI/3681283.jpeg,Regalos,Para Ella,Flores,,,,,
3795105,Tommy,Reloj Hombre Amarillo,0,129900,a,http://integra.ing.puc.cl/IMAGENESTI/3795105.jpeg,Moda  ,Relojes,,,,,,
3352778,Joseph Joseph,Colador Scoop S Purpura,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3352778.jpeg,Decohogar,Marcas Decohogar,Zwilling,OXO,Murillo,Churchill,,
3635047,Lacoste,Zapato Negra Marceau Low,0,86800,a,http://integra.ing.puc.cl/IMAGENESTI/3635047.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3622944,Aldo,Zapato Beige Nappy 32,0,44900,a,http://integra.ing.puc.cl/IMAGENESTI/3622944.jpeg,Calzado ,Calzado Mujer,Zapatos,,,,,
3506589,Compactor,Garden 530 L,29990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3506589.jpeg,Falabella TV,Hogar,Facilita tu vida,,,,,
2092851,Mica,Silla de comedor Bahamas,59990,17990,a,http://integra.ing.puc.cl/IMAGENESTI/2092851.jpeg,Muebles,Comedor,Juegos de Comedor,,,,,
2092850,Mica,Mesa de comedor Bahamas,219990,65900,a,http://integra.ing.puc.cl/IMAGENESTI/2092850.jpeg,Muebles,Comedor,Juegos de Comedor,,,,,
3554678,Adidas,Zapatilla Mujer Adria Ps,0,25990,a,http://integra.ing.puc.cl/IMAGENESTI/3554678.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running,2 a 4 veces,Asfalto,Trail,Neutro,Futbol
880220636,Benefit,Set de Maquillaje The Rich is Back,0,23990,a,http://integra.ing.puc.cl/IMAGENESTI/880220636.jpeg,Belleza,Belleza Hombre,Salud y Bienestar,,,,,
3616251,Oster,Parrilla Plegable Bioceramic,49990,32990,a,http://integra.ing.puc.cl/IMAGENESTI/3616251.jpeg,Falabella TV,Cocina,Cocina entretenida,,,,,
3665023,Baby Way,Silla de Comer BW-808N13 Naranjo,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3665023.jpeg,Infantil,Rodados,Correpasillos,,,,,
880171617,Mossimo,Peto Peplum Encaje,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/880171617.jpeg,Moda  ,Marcas Moda,Desigual,Mossimo,,,,
3685286,Asics,Zapatilla Mujer Gel-Kayano 19  ,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3685286.jpeg,Especiales ,Especial Buscador Zapatillas,,,,,,
3607465,Desigual,Bolso Beige Estampado,64990,44990,a,http://integra.ing.puc.cl/IMAGENESTI/3607465.jpeg,Moda  ,Carteras,Bolsos,,,,,
3275964,Live,Base Americana Jacquard 2 Plazas 150 x 190 cm,119900,76990,a,http://integra.ing.puc.cl/IMAGENESTI/3275964.jpeg,Dormitorio,Divanes y Otros,Camarotes,,,,,
3846306,Aquarantus,Bouquet 30 Flores Surtidas Rojas,0,43000,a,http://integra.ing.puc.cl/IMAGENESTI/3846306.jpeg,Regalos,Para Ella,Flores,Arreglos,,,,
3491975,H2O,Suero Contorno Ojos 15 ml Sea Results,0,20990,a,http://integra.ing.puc.cl/IMAGENESTI/3491975.jpeg,Belleza,Marcas Belleza,Tweezerman,,,,,
3445055,Siegen,Exfoliadora y Rasuradora Multicare,39990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3445055.jpeg,Intel,,,,,,,
3828045,Vans,Zapatilla Mujer Atwood Hawaii Oce,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3828045.jpeg,Deportes,Zapatillas,Ver Todo Zapatillas,,,,,
3081361,Levis,Jeans Focalizado Corte Recto,0,38990,a,http://integra.ing.puc.cl/IMAGENESTI/3081361.jpeg,Moda  ,Vestuario Hombre,Jeans,,,,,
3552712,Go Travel,Par Mini Candados TSA con Llave Naranjo,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/3552712.jpeg,Decohogar,Falabella TV,,,,,,
3653382,Benefit,Kit Correctores de Tez Perk Up Artist,0,20990,a,http://integra.ing.puc.cl/IMAGENESTI/3653382.jpeg,Belleza,Marcas Belleza,Benefit,Rostro,,,,
3741610,Magefesa,Tetera Acacia Azul 2 Litros,0,9790,a,http://integra.ing.puc.cl/IMAGENESTI/3741610.jpeg,Decohogar,Menaje Cocina,Bowls y Fuentes,Cuchillos de Cocina,,,,
3678710,Mica,Vaso Tableado Azul,0,1690,a,http://integra.ing.puc.cl/IMAGENESTI/3678710.jpeg,Decohogar,Menaje Comedor,Vasos,,,,,
3635023,Lacoste,Zapatilla Negra Andover Mid,0,54800,a,http://integra.ing.puc.cl/IMAGENESTI/3635023.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
3746483,Basement,Falda Estampada Flores,19990,6990,a,http://integra.ing.puc.cl/IMAGENESTI/3746483.jpeg,Moda  ,Vestuario Mujer,,,,,,
3455635,Mademsa,Cocina 4 Quemadores Diva 613,118990,109990,a,http://integra.ing.puc.cl/IMAGENESTI/3455635.jpeg,Especiales ,MacBook Air,Novios Ideas,,,,,
880167177,Mossimo,Blazer Puntos Blancos,0,27990,a,http://integra.ing.puc.cl/IMAGENESTI/880167177.jpeg,Moda  ,Vestuario Mujer,Blazers y Chaquetas,,,,,
3767954,Puma,Reloj Hombre Negro,0,49900,a,http://integra.ing.puc.cl/IMAGENESTI/3767954.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3466007,Teeez,Be Blushious 406 Very Rouge,0,5690,a,http://integra.ing.puc.cl/IMAGENESTI/3466007.jpeg,Belleza,Marcas Belleza,Teeez,Botines,,,,
2799551,Christian Dior,Lotion Tendre Tonificante 200 ml,0,20500,a,http://integra.ing.puc.cl/IMAGENESTI/2799551.jpeg,Belleza,,,,,,,
3617741,Everlast,Bolso Spa Morado,0,13990,a,http://integra.ing.puc.cl/IMAGENESTI/3617741.jpeg,Deportes,Accesorios Deportivos,,,,,,
3697681,Shred ,Casco Shred Megabrain Bucket Uni,119990,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3697681.jpeg,Deportes,SKI,Ski y Fijaciones,,,,,
3870429,Lacoste,Zapatilla Urbana Tan Sevrin 2,0,56800,a,http://integra.ing.puc.cl/IMAGENESTI/3870429.jpeg,Calzado ,Marcas Calzado,,,,,,
1167076,Biotherm,Desodorante Pure Roll-On,0,13990,a,http://integra.ing.puc.cl/IMAGENESTI/1167076.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3787172,Wrangler,Jeans Azul Desgastado 49450215DI,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3787172.jpeg,Moda  ,Vestuario Hombre,Camisas,,,,,
3732435,Salomon,Zapatilla Hombre  Speed Cross,0,74900,a,http://integra.ing.puc.cl/IMAGENESTI/3732435.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Outdoor ,Sol,,,,
3905460,Americanino,Zapatilla Leopardo 11073,0,36990,a,http://integra.ing.puc.cl/IMAGENESTI/3905460.jpeg,Moda  ,Vestuario Mujer,,,,,,
3581517,Guante,Zapatilla Gris 2351,39990,31990,a,http://integra.ing.puc.cl/IMAGENESTI/3581517.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
2666117,Fensa,Cocina 4 Quemadores F2545,159990,139990,a,http://integra.ing.puc.cl/IMAGENESTI/2666117.jpeg,Electrohogar,Cocina,Cocinas a gas,,,,,
3877384,Playskool,Sr. Cara de Papa Fire Rescue,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3877384.jpeg,Deportes,Zapatillas,Zapatillas Hombre,,,,,
3349846,Mica,Cama Bolinha 1 Plaza Nogal,149900,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3349846.jpeg,Dormitorio,Divanes y Otros,Camarotes,,,,,
3868040,Americanino,Zapatilla Verde  Pantu,16990,10990,a,http://integra.ing.puc.cl/IMAGENESTI/3868040.jpeg,Moda  ,Calzado Mujer,Zapatos,,,,,
3754620,Diadora,Zapatilla Hombre Mythos Samurai III,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3754620.jpeg,Especiales ,Especial Buscador Zapatillas,,,,,,
3617758,Everlast,Bolso Marsella Gris,0,13990,a,http://integra.ing.puc.cl/IMAGENESTI/3617758.jpeg,Deportes,Accesorios Deportivos,,,,,,
3154058,Coleman,Carpa  Instant 8 Personas ,189990,169990,a,http://integra.ing.puc.cl/IMAGENESTI/3154058.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,,,
2530822,Tvalue,Sweet Sleeper Almohada con Memoria ,29990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/2530822.jpeg,Belleza,Belleza Hombre,Salud y Bienestar,,,,,
3619972,Call it Spring,Sandalia Negro Milesant 96,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3619972.jpeg,Calzado ,Marcas Calzado,Aldo,,,,,
3565480,Marmot,Polera Lisa Katess Mujer Negra,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3565480.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
1827481,Ashley,Buffet alto Exton,449990,399990,a,http://integra.ing.puc.cl/IMAGENESTI/1827481.jpeg,Muebles,Sala de Estar,,,,,,
3674487,Bruno Rossi,Zapatilla Avellana BK009,0,32900,a,http://integra.ing.puc.cl/IMAGENESTI/3674487.jpeg,Moda  ,Calzado Mujer,Zapatos,,,,,
3624979,Rona,Copa Prestige Blanco 340 ml,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/3624979.jpeg,Decohogar,Marcas Decohogar,,,,,,
3697707,Shred,Gorro Lana Verde,21990,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3697707.jpeg,Deportes,SKI,,,,,,
3722241,Uvex,Lente Sporty Negro,0,9900,a,http://integra.ing.puc.cl/IMAGENESTI/3722241.jpeg,Deportes,Zapatillas,Ver Todo Zapatillas,,,,,
3535702,Bten,"Funda Notebook 13"" Gris/Rojo ",9990,3990,a,http://integra.ing.puc.cl/IMAGENESTI/3535702.jpeg,Falabella TV,Oportunidades,Soluciones y conveniencia,,,,,
3353558,Mica,Set 2 Piezas Servir Negro,0,1490,a,http://integra.ing.puc.cl/IMAGENESTI/3353558.jpeg,Decohogar,Menaje Cocina,Sartenes y Wok,,,,,
3379499,Rosen,Box Spring 2 Plazas Base Dividida Style 2 + Muebles Agatha Chocolate,719990,469990,a,http://integra.ing.puc.cl/IMAGENESTI/3379499.jpeg,Especiales ,MacBook Air,Novios Ideas,,,,,
3468042,Mica,Estante Tv Moro Blanco,249990,109990,a,http://integra.ing.puc.cl/IMAGENESTI/3468042.jpeg,Especiales ,Descuento muebles,,,,,,
3563711,Simple by Puro,Bowl Bloss Turquesa Dandelion S,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3563711.jpeg,Decohogar,Marcas Decohogar,Simple by Puro,,,,,
3719189,Basement Home,Mesa de Centro Aspen,119990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3719189.jpeg,Decohogar,Marcas Decohogar,Robert Welch,,,,,
3721353,Lorus By Seiko,Reloj Hombre RS985AX9,69990,45990,a,http://integra.ing.puc.cl/IMAGENESTI/3721353.jpeg,Moda  ,Relojes,,,,,,
2488507,Garnier,Crema Hidratante Nutritionist Piel Normal a Mixta,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/2488507.jpeg,Belleza,Rostro,Hidratantes,,,,,
3742799,Sony,"Reproductor DVD, DVP-SR370",0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3742799.jpeg,Intel,,,,,,,
3613508,Desigual,Vestido Strapless Negro Estampado ,0,39900,a,http://integra.ing.puc.cl/IMAGENESTI/3613508.jpeg,Moda  ,Marcas Moda,,,,,,
3605066,Gama,Bicicleta Aro 28 Naranjo-Blanco,0,170000,a,http://integra.ing.puc.cl/IMAGENESTI/3605066.jpeg,Deportes,Bicicletas ,Bicicletas de Paseo,,,,,
3651477,Mica,Vaso Bajo Borde Azul,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/3651477.jpeg,Decohogar,Menaje Comedor,Vasos,,,,,
3467739,Samsung,Lavadora-Secadora WD146UVHJSM  14 kg / 8 kg,599990,499990,a,http://integra.ing.puc.cl/IMAGENESTI/3467739.jpeg,Electrohogar,Lavado y Secado,Lavadoras,,,,,
3710335,Adidas,Zapatilla Junior  Adifast K,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/3710335.jpeg,Deportes,Zapatillas,Zapatillas Hombre,,,,,
3495839,Tweezerman,Cepillo y Tijeras de Cejas,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3495839.jpeg,Belleza,Marcas Belleza,Burts Bees,,,,,
2865064,Burts Bees,Brillo Labial Nectar Nude 14 gr,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/2865064.jpeg,Belleza,Marcas Belleza,Burts Bees,,,,,
3387315,Spiderman,Pistola lanza Dardos,0,10990,a,http://integra.ing.puc.cl/IMAGENESTI/3387315.jpeg,Juguetes Outdoor,,,,,,,
3695530,BH ,Bicicleta Aro 26 Ruta Pista Prisma 7.1,0,1690000,a,http://integra.ing.puc.cl/IMAGENESTI/3695530.jpeg,Deportes,Bicicletas ,Bicicletas Ruta-Pista,,,,,
3807651,Celta,Cama Americana Apolo 2 Plazas Base Dividida,199990,149990,a,http://integra.ing.puc.cl/IMAGENESTI/3807651.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
1845371,Clinique,All About Eyes Rich 15 ml,0,32300,a,http://integra.ing.puc.cl/IMAGENESTI/1845371.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
2284925,Paco Rabanne,Perfume One Million EDT 50 ml,36900,31390,a,http://integra.ing.puc.cl/IMAGENESTI/2284925.jpeg,Especiales Belleza,Imperdibles Belleza,,,,,,
3219728,Cic,Colchon Neosense American Top 1 Plaza,119900,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3219728.jpeg,Colchones,,,,,,,
3817715,Mica,Mesa Lateral Italia,69990,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3817715.jpeg,Decohogar,Bar,,,,,,
3121547,Vox,Reloj Mujer Metal Eslabones,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3121547.jpeg,Moda  ,Relojes,,,,,,
880133133,Mica,Almohada Pluma Bicolor Red/Den ,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/880133133.jpeg,Dormitorio,Ropa de Cama,Frazadas,,,,,
3894051,Saverio di Ricci,Sandalia Amareto 3061,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3894051.jpeg,Calzado ,Calzado Mujer,,,,,,
2447776,Coleman,Nevera 36 QT Rojo,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/2447776.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,,,
3275976,Live,Cama Americana Dormistar 2 Plazas 150 x 190 cm,229900,134990,a,http://integra.ing.puc.cl/IMAGENESTI/3275976.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
3722235,Uvex,Lente Flash Naranjo,18900,13990,a,http://integra.ing.puc.cl/IMAGENESTI/3722235.jpeg,Deportes,Zapatillas,Ver Todo Zapatillas,,,,,
2993779,Corona,Cooler Corona,12990,8990,a,http://integra.ing.puc.cl/IMAGENESTI/2993779.jpeg,Regalos,Por Eventos,,,,,,
3722229,Uvex,Lente Scale Blanco,24900,18990,a,http://integra.ing.puc.cl/IMAGENESTI/3722229.jpeg,Deportes,SKI,,,,,,
3736873,Oxo,Toma Olla Sili-Tela Negro,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/3736873.jpeg,Decohogar,Marcas Decohogar,Zwilling,,,,,
880154810,Americanino,Zapatilla Urbana Azul   Cambrai,0,39990,a,http://integra.ing.puc.cl/IMAGENESTI/880154810.jpeg,Calzado ,Calzado Hombre,,,,,,
3154055,Coleman,Colchon Inflable Full Quickbed,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3154055.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,,,
3799466,Sony,"Reproductor Blu-ray, BDP-S1100",0,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3799466.jpeg,Electrohogar,Falabella TV,,,,,,
3629681,Mica by Cic ,Box Americano 2 Plaza + Respaldo + Velador,229990,149990,a,http://integra.ing.puc.cl/IMAGENESTI/3629681.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
3292946,Basement Home,Plato Redondo Pan,0,1290,a,http://integra.ing.puc.cl/IMAGENESTI/3292946.jpeg,Decohogar,Menaje Comedor,Accesorios de Mesa,,,,,
3786997,Lee,Jeans Celeste 49500200IL,0,32990,a,http://integra.ing.puc.cl/IMAGENESTI/3786997.jpeg,Moda  ,Vestuario Hombre,Jeans,,,,,
3379416,Rosen,Box Spring 1 Plaza Style 6,489990,319990,a,http://integra.ing.puc.cl/IMAGENESTI/3379416.jpeg,Muebles,Terrazas,Juegos de Living,,,,,
880171613,Mossimo,Casaca Cierre Oro Lateral,24990,12990,a,http://integra.ing.puc.cl/IMAGENESTI/880171613.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,Chaquetas y Parkas,,,,
3259689,Guante,Zapato Negro 308,0,64990,a,http://integra.ing.puc.cl/IMAGENESTI/3259689.jpeg,Calzado ,Calzado Hombre,Zapatos,,,,,
2586731,Game Power,Taca Taca Tac-04,0,74990,a,http://integra.ing.puc.cl/IMAGENESTI/2586731.jpeg,Navidad,Para Teens,Belleza y Accesorios,,,,,
3902100,Bebesit,Coche Travel System 5216 Rosado,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3902100.jpeg,Mouse,,,,,,,
3466275,Benefit,Base de Maquillaje Marfil Oscuro 30 ml,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3466275.jpeg,Belleza,Marcas Belleza,Mavala,Zoya,Amano,Be Feelosophy,,
3700728,16 Hrs,Zapato Negro G476,39990,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3700728.jpeg,Calzado ,Calzado Hombre,,,,,,
3635599,Mica,Set Porta Vasos 6 Colores,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/3635599.jpeg,Decohogar,Menaje Comedor,Accesorios de Mesa,,,,,
3618644,Mango,Jersey Telva ,29990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3618644.jpeg,Moda  ,Vestuario Mujer,Sweaters y Chalecos,,,,,
3633425,Aldo,Zapato Amarillo Frited 82,44900,29900,a,http://integra.ing.puc.cl/IMAGENESTI/3633425.jpeg,Calzado ,Calzado Hombre,,,,,,
3383298,Le Creuset,Olla Hierro Ovalada Roja 27 cm,0,149990,a,http://integra.ing.puc.cl/IMAGENESTI/3383298.jpeg,Decohogar,Marcas Decohogar,Simple by Puro,,,,,
3877388,Playskool,Sra Cara de Papa Bailarina,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/3877388.jpeg,Deportes,Zapatillas,Zapatillas Hombre,,,,,
3526382,Bell,Porta Bicicletas,49990,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3526382.jpeg,Deportes,Accesorios Deportivos,,,,,,
3749614,Mango,Vestido Barsa Crudo,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3749614.jpeg,Moda  ,Vestuario Hombre,Pantalones,,,,,
3842992,Biotherm,Crema Contorno de Ojos Blue Therapy Eye 15 ml,0,36990,a,http://integra.ing.puc.cl/IMAGENESTI/3842992.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
3514376,Disney,Pour Cars,6990,5690,a,http://integra.ing.puc.cl/IMAGENESTI/3514376.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
1582007,Biotherm,Exfoliante Facial Hombre 150 ml,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/1582007.jpeg,Belleza,Belleza Hombre,Cremas y Tratamientos,,,,,
3709490,Adidas,Polera Logo G80948 Azul,0,13990,a,http://integra.ing.puc.cl/IMAGENESTI/3709490.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3607308,Lego Friends,El Estudio de Ensayo,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3607308.jpeg,Infantil,Especiales infantiles,Mundo Lego,,,,,
3621070,Tfx,Box Americano 1 Plaza Tfx4 + Almohada,0,169990,a,http://integra.ing.puc.cl/IMAGENESTI/3621070.jpeg,Datos y Tips,,,,,,,
3247238,Mica,Mesa de escritorio Dona,249990,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3247238.jpeg,Dormitorio,Muebles Dormitorio,Escritorios para Dormitorio,,,,,
3795026,Salomon,Zapatilla Hombre Xt Hornet M,0,64900,a,http://integra.ing.puc.cl/IMAGENESTI/3795026.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Outdoor ,Sol,,,,
3871446,Rosen,Box Spring Ergo T King + Muebles Greco + Textil,609990,399990,a,http://integra.ing.puc.cl/IMAGENESTI/3871446.jpeg,Especiales ,Ergo-t,,,,,,
1349240,Biotherm,Age Fitness Power 2 Ojos  15 ml,0,31990,a,http://integra.ing.puc.cl/IMAGENESTI/1349240.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
3835039,Basement Home,Mesa de Centro Candelaria,419990,169990,a,http://integra.ing.puc.cl/IMAGENESTI/3835039.jpeg,Muebles,Terrazas,,,,,,
3695723,Basement Home,Hamaca Tela  200 x 100 cm Blanco Bleach,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3695723.jpeg,Muebles,Terrazas,Parrillas ,,,,,
2675502,Clinique,All About Eyes Serum ml,0,29300,a,http://integra.ing.puc.cl/IMAGENESTI/2675502.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
3502319,Basement Home,Rack Urban 4 Cajones Chocolate,299990,249990,a,http://integra.ing.puc.cl/IMAGENESTI/3502319.jpeg,Dormitorio,Muebles Dormitorio,Muebles Organizadores,Racks,,,,
1575856,Churchill,Finland Blue Plato Entrada 20 cm,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/1575856.jpeg,Decohogar,Falabella TV,,,,,,
3383686,Fratta,Bicicleta Aro 26 Viper DH,89990,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3383686.jpeg,Deportes,Bicicletas ,Bicicletas Ruta-Pista,,,,,
