SKU,Marca,Modelo,PrecioNormal,PrecioInternet,Descripcion,Imagen,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Categoria6,Categoria7,Categoria8
3563742,Simple by Puro,Silla Fierro Turquesa Downtown,0,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3563742.jpeg,Muebles,Comedor,Sillas de Comedor,,,,,
3608583,Rosatel,Canasta con 4 Rosas Rosadas,0,31990,a,http://integra.ing.puc.cl/IMAGENESTI/3608583.jpeg,Regalos,Para Ella,Flores,,,,,
3352633,Burts Bees,Crema de Ojos Sensitive ,0,16990,a,http://integra.ing.puc.cl/IMAGENESTI/3352633.jpeg,Belleza,Rostro,Serums,,,,,
2977879,My Little Pony,Mascotas Fashion,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/2977879.jpeg,Especiales ,Caribe Divertido Hasbro,,,,,,
304820,Carolina Herrera,After Shave 212 Men 100 ml,0,22900,a,http://integra.ing.puc.cl/IMAGENESTI/304820.jpeg,Belleza,Belleza Hombre,Cremas y Tratamientos,,,,,
3793205,Sybilla,Zapatilla Palmera JSN090871,9990,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3793205.jpeg,Moda  ,Vestuario Mujer,Faldas,Pantalones ,Jeans,,,
3758836,Gacel,Ballerina Negra 17991,39950,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3758836.jpeg,Moda  ,Calzado Mujer,Ballerinas,,,,,
2550121,Leblon,Post-Solar Gel Ice 220 ml,0,4490,a,http://integra.ing.puc.cl/IMAGENESTI/2550121.jpeg,Belleza,Cuerpo,,,,,,
3465987,Teeez,Face Powder 307 Medium Dark,0,7290,a,http://integra.ing.puc.cl/IMAGENESTI/3465987.jpeg,Moda  ,Calzado Mujer,Botas,,,,,
3363146,Benefit,Base de Maquillaje Humectante con Color,0,20990,a,http://integra.ing.puc.cl/IMAGENESTI/3363146.jpeg,Belleza,Marcas Belleza,Benefit,Rostro,,,,
3549399,Nina Herrera,Quilt  Andrea 2 Plazas,0,61990,a,http://integra.ing.puc.cl/IMAGENESTI/3549399.jpeg,Especiales ,Evento Cannon,,,,,,
2147194,Rosatel,Caja 6 Rosas Rojas,0,21990,a,http://integra.ing.puc.cl/IMAGENESTI/2147194.jpeg,Regalos,Para Ella,Belleza y Spa,,,,,
3877996,Everlast,Cartera Sally Blanca,0,11990,a,http://integra.ing.puc.cl/IMAGENESTI/3877996.jpeg,Moda  ,Carteras,Bolsos,,,,,
3557503,Asics,Zapatilla Hombre Gel Kayano 18,99990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3557503.jpeg,Especiales ,BUSCADOR ZAPATILLAS,,,,,,
3549163,Simple by Puro,Bandejero Cornelia Plum,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/3549163.jpeg,Decohogar,Menaje Comedor,Bandejas y Fuentes,,,,,
3293060,Benetton,Juego de Vajilla Porcelana 30 Piezas Milan Azul,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3293060.jpeg,Decohogar,Menaje Comedor,Juegos de Loza,,,,,
1816683,Churchill,Serenity Plato Ovalado 36 cm,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/1816683.jpeg,Decohogar,Marcas Decohogar,Zwilling,OXO,Murillo,Churchill,,
880171621,Mossimo,Peto Encaje Negro,12990,6990,a,http://integra.ing.puc.cl/IMAGENESTI/880171621.jpeg,Moda  ,Marcas Moda,,,,,,
3700811,Seiko,Reloj Hombre Acero,0,199900,a,http://integra.ing.puc.cl/IMAGENESTI/3700811.jpeg,Moda  ,Relojes,Reloj Mujer,,,,,
3839718,Everlast,Bolso Gris Celine,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3839718.jpeg,Moda  ,Carteras,,,,,,
3764203,Fensa,Refrigerador No Frost Advantage 8200T  241 lt,179990,169990,a,http://integra.ing.puc.cl/IMAGENESTI/3764203.jpeg,Especiales ,,,,,,,
3871570,Rosen,Camarote Chocolate + Colchones Ergo T + Textil 1 Plaza,459990,299990,a,http://integra.ing.puc.cl/IMAGENESTI/3871570.jpeg,Especiales ,Ergo-t,,,,,,
3659139,Mica,Mug Porcelana Oveja,0,1290,a,http://integra.ing.puc.cl/IMAGENESTI/3659139.jpeg,Decohogar,Menaje Comedor,Loza a Granel,,,,,
3629672,Mica by Cic ,Box Americano 1 Plaza Sola,89990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3629672.jpeg,Dormitorio,Camas Americanas,Cama Americana 1 Plaza,,,,,
3632962,Vibram,Zapatilla Hombre Bikila LS ,0,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3632962.jpeg,Especiales ,HP,,,,,,
330744,Levis,Jeans Calce Regular Denim Celeste,0,38990,a,http://integra.ing.puc.cl/IMAGENESTI/330744.jpeg,Moda  ,Vestuario Hombre,Jeans,,,,,
3656160,Emporio Armani,Reloj Rectangular Cuero,0,169900,a,http://integra.ing.puc.cl/IMAGENESTI/3656160.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3792106,Basement,Blusa Coral Estampada,19990,6990,a,http://integra.ing.puc.cl/IMAGENESTI/3792106.jpeg,Moda  ,Marcas Moda,,,,,,
2807158,Flex,Box Americano New Entree 1.5 Plazas 105 x 200 cm,179900,89990,a,http://integra.ing.puc.cl/IMAGENESTI/2807158.jpeg,Dormitorio,Camas Americanas,Cama Americana 1 Plaza,,,,,
3651215,Mica,Molde 6 Muffins Rojo,0,1490,a,http://integra.ing.puc.cl/IMAGENESTI/3651215.jpeg,Decohogar,Menaje Cocina,Sartenes y Wok,,,,,
3491584,Antonio Banderas,Estuche Perfume Diavolo EDT 50 ml,0,8510,a,http://integra.ing.puc.cl/IMAGENESTI/3491584.jpeg,Regalos,Por Eventos,,,,,,
2189255,Flex,Set Muebles Capitone King,569900,449990,a,http://integra.ing.puc.cl/IMAGENESTI/2189255.jpeg,Muebles,Comedor,Sitiales de Comedor,,,,,
3525138,Amano,Crema Repadora e Hidratante de Manos Moras 100 ml,0,5690,a,http://integra.ing.puc.cl/IMAGENESTI/3525138.jpeg,Belleza,Marcas Belleza,Mavala,Zoya,,,,
3825989,Hadaki,Cartera Grande Arabesque Stripes,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/3825989.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
3352271,Mica,Juego de Comedor 6 sillas New York,179990,129990,a,http://integra.ing.puc.cl/IMAGENESTI/3352271.jpeg,Muebles,Comedor,,,,,,
275732,Mica,Set de Sartenes Antiadherentes,0,7990,a,http://integra.ing.puc.cl/IMAGENESTI/275732.jpeg,Decohogar,Menaje Cocina,Parrillas,,,,,
3738432,Adidas,Short Sport X20186 Blanco,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3738432.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,Poleras y Polerones,,,,
2688126,Flex,Base Europea 2 Plazas 150 x 200 cm,219990,129990,a,http://integra.ing.puc.cl/IMAGENESTI/2688126.jpeg,Dormitorio,Divanes y Otros,Camarotes,,,,,
3414529,Mica,Mueble Despensa Blanco,0,59900,a,http://integra.ing.puc.cl/IMAGENESTI/3414529.jpeg,Dormitorio,Muebles Dormitorio,Muebles Organizadores,Racks,,,,
3673282,LG,"LED 55"" Full HD Smart TV 3D",849990,619990,a,http://integra.ing.puc.cl/IMAGENESTI/3673282.jpeg,Especiales ,MacBook Air,Novios Ideas,,,,,
3747277,Basement,Chaqueta Bicolor Estampada Cierre,39990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3747277.jpeg,Moda  ,Vestuario Mujer,Sweaters y Chalecos,,,,,
3814630,Mica,Divan Arizona 1.5 Plazas + 2 Plumones + 2 Almohadas ,279990,199990,a,http://integra.ing.puc.cl/IMAGENESTI/3814630.jpeg,Dormitorio,Ropa de Cama,Mantas y Pieceras,,,,,
3720337,Bebeglo,Correpasillos Rs-1511 Amarillo,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3720337.jpeg,Infantil,Especiales infantiles,Mundo sobre ruedas,,,,,
3792136,Puma,Reloj Unisex Negro,0,34900,a,http://integra.ing.puc.cl/IMAGENESTI/3792136.jpeg,Moda  ,Relojes,Reloj Mujer,,,,,
3613409,Desigual,Falda Roja Estampados,0,44900,a,http://integra.ing.puc.cl/IMAGENESTI/3613409.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3871565,Rosen,Cama Cuja Ergo T Con Nido + 2 Colchones 1.5 Plazas,549990,359990,a,http://integra.ing.puc.cl/IMAGENESTI/3871565.jpeg,Especiales ,Ergo-t,Box Spring,,,,,
3174232,Roberta Allen,Repisa  Baja Grenoble Negro,149990,89990,a,http://integra.ing.puc.cl/IMAGENESTI/3174232.jpeg,Muebles,Home Office,,,,,,
2017587,Oxo,Pelador Exclusivo Falabella.Com,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/2017587.jpeg,Decohogar,Marcas Decohogar,Zwilling,,,,,
1827479,Ashley,Silla de comedor con brazo Exton,89990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/1827479.jpeg,Muebles,Comedor,Sillas de Comedor,,,,,
3632901,Vibram,Zapatilla Mujer Kso,0,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3632901.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Outdoor ,Sol,,,,
3281843,Puma,Reloj Mujer Faas Grey,34990,23990,a,http://integra.ing.puc.cl/IMAGENESTI/3281843.jpeg,Moda  ,Relojes,,,,,,
3461772,Sony,Fifa Soccer 2013,17990,8990,a,http://integra.ing.puc.cl/IMAGENESTI/3461772.jpeg,Accesorios,,,,,,,
3685222,Asics,Zapatilla Hombre Gel-Kayano 19,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3685222.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running, 1 vez a la semana,Trail,,,
3767956,Puma,Reloj Unisex Amarillo,0,42900,a,http://integra.ing.puc.cl/IMAGENESTI/3767956.jpeg,Moda  ,Relojes,,,,,,
3003006,Basement Home,Mesa lateral Linda,129990,40990,a,http://integra.ing.puc.cl/IMAGENESTI/3003006.jpeg,Muebles,Terrazas,,,,,,
3864685,Basement,Ballerina Negra Perfect Point,29990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3864685.jpeg,Calzado ,Calzado Mujer,Ballerinas,,,,,
3307282,Hongda,Pistola de agua Hongda 268,0,7990,a,http://integra.ing.puc.cl/IMAGENESTI/3307282.jpeg,Juguetes Outdoor,,,,,,,
3414532,Mica,Mueble Utilero 2 Puertas,0,69900,a,http://integra.ing.puc.cl/IMAGENESTI/3414532.jpeg,Dormitorio,Muebles Dormitorio,Muebles Organizadores,Racks,,,,
3633649,Willex,Alforja Chopper Doble 38 Litros Negra,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3633649.jpeg,Deportes,Accesorios Deportivos,,,,,,
3853152,Sybilla,Jeans Estampados Lila,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3853152.jpeg,Moda  ,Vestuario Mujer,Faldas,Pantalones ,,,,
3871457,Rosen,Duplex Ergo T + Muebles Boston,609990,399990,a,http://integra.ing.puc.cl/IMAGENESTI/3871457.jpeg,Especiales ,Ergo-t,Box Spring,,,,,
3846204,Aquarantus,Arreglo 20 Rosas Blancas,0,39000,a,http://integra.ing.puc.cl/IMAGENESTI/3846204.jpeg,Regalos,Para Ella,Flores,,,,,
3705234,Nike,Zapatilla Hombre  Zoom,0,59990,a,http://integra.ing.puc.cl/IMAGENESTI/3705234.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running, 1 vez a la semana,,,,
2841803,Mica,Pouf Lisboa capitone verde oliva,89900,69990,a,http://integra.ing.puc.cl/IMAGENESTI/2841803.jpeg,Muebles,Home Office,Estantes y repisas,,,,,
3003964,Lego City,Space Port Plataforma,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3003964.jpeg,Infantil,Especiales infantiles,Mundo Lego,,,,,
3466018,Teeez,Nail Lacquer Big Apple,0,2290,a,http://integra.ing.puc.cl/IMAGENESTI/3466018.jpeg,Falabella TV,Salud y Belleza,Estar linda, estar bien,,,,
3725028,Diesel,Reloj Acero Hombre,0,159900,a,http://integra.ing.puc.cl/IMAGENESTI/3725028.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
2464129,Clarins,Super Restorative Night Wear,0,81800,a,http://integra.ing.puc.cl/IMAGENESTI/2464129.jpeg,Belleza,Especiales Belleza,,,,,,
3836376,Basement Home,Mesa de Comedor Oslo Blanca,449990,259990,a,http://integra.ing.puc.cl/IMAGENESTI/3836376.jpeg,Muebles,Terrazas,,,,,,
3738717,Marmot,Carpa Limelight Gris 3 Personas,0,179990,a,http://integra.ing.puc.cl/IMAGENESTI/3738717.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,,,
3651218,Mica,Set 6 Moldes Redondos,0,1290,a,http://integra.ing.puc.cl/IMAGENESTI/3651218.jpeg,Decohogar,Menaje Cocina,Sartenes y Wok,,,,,
3839715,Everlast,Bolso Blanco Hobo,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3839715.jpeg,Moda  ,Carteras,,,,,,
3661104,Mango,Vestido Nicer ,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3661104.jpeg,Moda  ,Calzado Mujer,Ballerinas,,,,,
3243829,Zwilling,Cuchillo Rebanar 18 Four Star,0,44990,a,http://integra.ing.puc.cl/IMAGENESTI/3243829.jpeg,Decohogar,Marcas Decohogar,,,,,,
3740423,Apple,MacBook Air Intel Core i5 4GB/128,0,599990,a,http://integra.ing.puc.cl/IMAGENESTI/3740423.jpeg,Especiales ,MacBook Air,,,,,,
3739267,Body Sculpture,Set Pilates Core Ball Plata,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3739267.jpeg,Infantil,Especiales infantiles,Mundo Lego,,,,,
3633694,Aldo,Zapato Negro Sweeley 98,0,44900,a,http://integra.ing.puc.cl/IMAGENESTI/3633694.jpeg,Calzado ,Marcas Calzado,,,,,,
3491582,Antonio Banderas,Estuche Blue Seduction for Woman EDT 100 + Cosmetiquero,0,19260,a,http://integra.ing.puc.cl/IMAGENESTI/3491582.jpeg,Especiales Belleza,Imperdibles Belleza,,,,,,
3459968,Basement Home,Mesa Centro Balthus Blanca,0,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3459968.jpeg,Muebles,Living,Bergers,,,,,
3564750,Marmot,Chaqueta Tempo Negra,0,54990,a,http://integra.ing.puc.cl/IMAGENESTI/3564750.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,Pantalones,,,,
3466148,Teeez,Glitter Gossip Lash & Liner Night Out,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/3466148.jpeg,Belleza,Marcas Belleza,,,,,,
3787151,Wrangler,Jeans Celeste 49450205ST,0,32990,a,http://integra.ing.puc.cl/IMAGENESTI/3787151.jpeg,Moda  ,Vestuario Hombre,Jeans,,,,,
3660361,Kenmore,Parrilla 4 Burner Black Abatible,922990,619990,a,http://integra.ing.puc.cl/IMAGENESTI/3660361.jpeg,Decohogar,Menaje Cocina,Parrillas,,,,,
2279729,Tramontina,Cuchillo Carne,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/2279729.jpeg,Decohogar,Menaje Cocina,Bowls y Fuentes,,,,,
3563720,Simple by Puro,Plato Base Blos Turquesa Dandelion,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3563720.jpeg,Decohogar,Menaje Comedor,Loza a Granel,,,,,
3720339,Bebeglo,Correpasillos Rs-1512 Negro,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3720339.jpeg,Infantil,Especiales infantiles,Mundo sobre ruedas,,,,,
2012850,Baby Way,Silla Butaca BW-733RAG Rojo,46990,36990,a,http://integra.ing.puc.cl/IMAGENESTI/2012850.jpeg,Infantil,Especiales infantiles,Especial Marca,,,,,
3336305,Green Pan,Cacerola New York con tapa 24 cm. 7.5 lt. Aluminio Duro,0,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3336305.jpeg,Decohogar,Marcas Decohogar,Simple by Puro,,,,,
2468904,Guante,Zapatilla Gris 2350,39990,31990,a,http://integra.ing.puc.cl/IMAGENESTI/2468904.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
3894016,Saverio di Ricci,Sandalia Dorado 450,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3894016.jpeg,Calzado ,Calzado Mujer,Botines,,,,,
880115491,Mica,Funda Almohada Blanco  50 x 70 cm,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/880115491.jpeg,Dormitorio,Ropa de Cama,Accesorios de Dormitorio,,,,,
2695123,Christian Dior,Crema Sorbet para los ojos 15 ml,0,32900,a,http://integra.ing.puc.cl/IMAGENESTI/2695123.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
1259154,Hawaiian Tropic,Autobronceante Total Sunless,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/1259154.jpeg,Belleza,Cuerpo,Manos y Pies ,,,,,
3607807,Rosatel,Fino Arreglo de 25 Rosas Rojas,0,59990,a,http://integra.ing.puc.cl/IMAGENESTI/3607807.jpeg,Regalos,Para Ella,Flores,Cajas de Rosas,,,,
3434016,Puma,Reloj Hombre Go Jam,49900,19950,a,http://integra.ing.puc.cl/IMAGENESTI/3434016.jpeg,Especiales ,Descuento muebles,,,,,,
3607514,Desigual,Bolso Rounded Amasonas,74990,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3607514.jpeg,Moda  ,Carteras,Bolsos,,,,,
2237756,Teka,Encimera 4 Quemadores Gas Licuado,0,119990,a,http://integra.ing.puc.cl/IMAGENESTI/2237756.jpeg,Electrohogar,Cocina,Microondas,,,,,
3338617,Juegos,Tiburones al Ataque,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3338617.jpeg,Especiales ,Caribe Divertido Hasbro,,,,,,
3389910,Furreal,Mascota Conejito,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3389910.jpeg,Especiales ,Caribe Divertido Hasbro,,,,,,
3561374,Desigual,Polera Blanca Estampados Circular,0,39900,a,http://integra.ing.puc.cl/IMAGENESTI/3561374.jpeg,Moda  ,Marcas Moda,,,,,,
3867801,Bianchi,Bicicleta Aro 26 Viaggio Lady Blanco,0,109900,a,http://integra.ing.puc.cl/IMAGENESTI/3867801.jpeg,Deportes,Bicicletas ,Bicicletas Mountain Bike,,,,,
3876177,Ricky Sarkany,Sandalia Blanca Lolev,0,109990,a,http://integra.ing.puc.cl/IMAGENESTI/3876177.jpeg,Calzado ,Calzado Mujer,Botines,,,,,
3549164,Simple by Puro,Bandejero Gabriella L,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3549164.jpeg,Decohogar,Marcas Decohogar,Simple by Puro,,,,,
3633470,Aldo,Ballerina Coral Wass 66,24900,19900,a,http://integra.ing.puc.cl/IMAGENESTI/3633470.jpeg,Calzado ,Calzado Hombre,,,,,,
3353549,Mica,Bowl 15 cm Rojo,0,1490,a,http://integra.ing.puc.cl/IMAGENESTI/3353549.jpeg,Decohogar,Menaje Cocina,,,,,,
3744269,Mica,Comoda Rally  Azul  ,109990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3744269.jpeg,Living,,,,,,,
1827476,Ashley,Buffet Bajo South Mantera,999900,599990,a,http://integra.ing.puc.cl/IMAGENESTI/1827476.jpeg,Muebles,Sala de Estar,,,,,,
3235214,Puma,Zapatilla Hombre Benecio,0,36990,a,http://integra.ing.puc.cl/IMAGENESTI/3235214.jpeg,Especiales ,Especial Running,,,,,,
2196246,Tramontina,Blister Tenedor Mesa,0,2890,a,http://integra.ing.puc.cl/IMAGENESTI/2196246.jpeg,Decohogar,Menaje Comedor,Vasos,,,,,
3211230,Everlast,Bicicleta Estatica Magnetica YC-1700HO-H,0,89990,a,http://integra.ing.puc.cl/IMAGENESTI/3211230.jpeg,Deportes,Fitness,Trotadoras,,,,,
2376040,Flex,Cama Americana Spring III 2 Plazas,179900,139990,a,http://integra.ing.puc.cl/IMAGENESTI/2376040.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
3696607,Shred,Antiparra Soaza Rredux Blanco,89990,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3696607.jpeg,Deportes,SKI,,,,,,
3867770,Bianchi,Bicicleta Aro 20 Freestyle 20  Gris,0,104900,a,http://integra.ing.puc.cl/IMAGENESTI/3867770.jpeg,Deportes,Zapatillas,Ver Todo Zapatillas,,,,,
3613514,Desigual,Vestido Negro Estampado Rojo,0,54900,a,http://integra.ing.puc.cl/IMAGENESTI/3613514.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3201723,Recco,"Reproductor DVD, RDV-S0930",12990,8990,a,http://integra.ing.puc.cl/IMAGENESTI/3201723.jpeg,Intel,,,,,,,
3370240,Basement Home,Silla Comedor Brandy ,69990,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3370240.jpeg,Muebles,Comedor,Mesas de Comedor,,,,,
3671085,King Roast,Brasero CP077,42990,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3671085.jpeg,Decohogar,Menaje Cocina,Parrillas,,,,,
3465992,Teeez,Brocha de Maquillaje Angled Brush,0,3890,a,http://integra.ing.puc.cl/IMAGENESTI/3465992.jpeg,Belleza,Maquillaje,,,,,,
2819877,Roberta Allen,Copa Vidrio Verde,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/2819877.jpeg,Decohogar,Menaje Comedor,,,,,,
3690096,Tvalue,Cama Elastica Individual,89990,59990,a,http://integra.ing.puc.cl/IMAGENESTI/3690096.jpeg,Falabella TV,Oportunidades,,,,,,
3239381,Roberta Allen,Silla XN2043,0,89990,a,http://integra.ing.puc.cl/IMAGENESTI/3239381.jpeg,Muebles,Comedor,Sillas de Comedor,,,,,
3624981,Rona,Copa Prestige Agua 570 ml,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/3624981.jpeg,Decohogar,Marcas Decohogar,,,,,,
3646222,Nike,Zapatilla Mujer Starlet Junior,27990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3646222.jpeg,Especiales ,Especial Running,,,,,,
3688274,Mica,Cama Nido 1 Plaza Bibox,319990,139990,a,http://integra.ing.puc.cl/IMAGENESTI/3688274.jpeg,Dormitorio,Divanes y Otros,Camarotes,,,,,
3368483,Metrokane,Kit Vino 3 Piezas Negro,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/3368483.jpeg,Regalos,Por Eventos,,,,,,
2746014,Fensa,Cocina 4 Quemadores F2595T,229990,209990,a,http://integra.ing.puc.cl/IMAGENESTI/2746014.jpeg,Especiales ,MacBook Air,Novios Ideas,,,,,
3432529,Mica,Almohada  Premium 50 x 70 cm,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3432529.jpeg,Dormitorio,Ropa de Cama,Frazadas,,,,,
69666,Ralph Lauren,Desodorante Polo Sport Stick 75 gr,0,15990,a,http://integra.ing.puc.cl/IMAGENESTI/69666.jpeg,Belleza,Belleza Hombre,Cremas y Tratamientos,,,,,
2782191,Rosatel,Caja 8 Tulipanes Rojos,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/2782191.jpeg,Calzado ,Marcas Calzado,Clarks,,,,,
3839714,Everlast,Bolso Gris Hobo,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3839714.jpeg,Moda  ,Carteras,,,,,,
3466271,Benefit,Base de Maquillaje Beige Tostado 30 ml,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3466271.jpeg,Belleza,Marcas Belleza,Mavala,Zoya,Amano,Be Feelosophy,,
3871452,Rosen,Box Spring Ergo T 2 Plazas + Muebles Bilbao + Textil,499990,299990,a,http://integra.ing.puc.cl/IMAGENESTI/3871452.jpeg,Especiales ,Ergo-t,Box Spring,,,,,
1896443,Calvin Klein,Perfume CK IN2U Him EDT 50 ml,27900,13990,a,http://integra.ing.puc.cl/IMAGENESTI/1896443.jpeg,Especiales Belleza,Imperdibles Belleza,,,,,,
3320955,Rosatel,Arreglo Primaveral con 4 Rosas blancas,0,23990,a,http://integra.ing.puc.cl/IMAGENESTI/3320955.jpeg,Regalos,Para Ella,Flores,,,,,
3433321,Basement Home,Piso Bar New Dan Negro,29990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3433321.jpeg,Muebles,Living,Arrimos,,,,,
2831274,Les Desserts,Body Splash Coco Thai,0,8400,a,http://integra.ing.puc.cl/IMAGENESTI/2831274.jpeg,Belleza,Spa,Set de Spa,,,,,
3760643,Guante,Zapatilla Urbana Azul 4002,0,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3760643.jpeg,Calzado ,Marcas Calzado,,,,,,
3697734,Poc,Miton Palmada Compac VPD 2.0 Blanco,0,129990,a,http://integra.ing.puc.cl/IMAGENESTI/3697734.jpeg,Deportes,Bicicletas ,Bicicletas Freestyle,,,,,
2654628,Donna Karan,Perfume Pure Dkny EDP 100 ml,68500,50200,a,http://integra.ing.puc.cl/IMAGENESTI/2654628.jpeg,Especiales Belleza,Imperdibles Belleza,,,,,,
3624980,Rona,Copa Prestige Tinto 450 ml,0,2990,a,http://integra.ing.puc.cl/IMAGENESTI/3624980.jpeg,Decohogar,Marcas Decohogar,,,,,,
3105367,Joseph Joseph,Tabla de Cortar Plus Roja,0,11990,a,http://integra.ing.puc.cl/IMAGENESTI/3105367.jpeg,Decohogar,Menaje Cocina,Bowls y Fuentes,Cuchillos de Cocina,Teteras y Cafeteras,,,
3613055,Desigual,Polera Negra Estampada,0,39900,a,http://integra.ing.puc.cl/IMAGENESTI/3613055.jpeg,Moda  ,Marcas Moda,,,,,,
2865043,Burts Bees,Baby Bee Bubble Bath 350 ml,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/2865043.jpeg,Belleza,Spa,,,,,,
3652622,Mica,Closet 2 Puertas,99990,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3652622.jpeg,Dormitorio,Muebles Dormitorio,,,,,,
3612866,Desigual,Polera Negra Estampada,0,49900,a,http://integra.ing.puc.cl/IMAGENESTI/3612866.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3894023,Saverio di Ricci,Sandalia Negra 6070,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3894023.jpeg,Calzado ,Calzado Mujer,,,,,,
3612997,Desigual,Polera Larga Multicolor ,0,34900,a,http://integra.ing.puc.cl/IMAGENESTI/3612997.jpeg,Moda  ,Marcas Moda,,,,,,
2483295,Clinique,Crema Protectora Solar Rostro Spf 50 50 ml,0,19900,a,http://integra.ing.puc.cl/IMAGENESTI/2483295.jpeg,Deportes,Otros Deportes,,,,,,
3443000,Avent,Set 2 Mamaderas 260 ml PP Rosada,13990,10990,a,http://integra.ing.puc.cl/IMAGENESTI/3443000.jpeg,Infantil,Especiales infantiles,Juguetes al Mejor Precio,,,,,
3466963,Saxoline,"Mochila  Porta laptop 15.4""",0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3466963.jpeg,Decohogar,Falabella TV,,,,,,
3775260,Vandine,Camisa Slim Fit 33-34 Lila,24990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3775260.jpeg,Moda  ,Vestuario Hombre,Chaquetas y Ternos,,,,,
3389808,Sony,Bundle PS3 Killzone,0,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3389808.jpeg,Especiales ,Video juegos The Greatest hits,,,,,,
3774787,Vandine,Camisa Regular Fit 33-34 Azul,24990,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3774787.jpeg,Moda  ,Vestuario Hombre,Chaquetas y Ternos,,,,,
